name,order,period,rade,tran_depth_ppm,tran_dur_hr,masse,masse_est,semi_au,st_mass,st_rad,st_teff,st_log_lum,Kmag,insol,t_eq,esm,disposition
TOI-6709.01,813,2.34773,1.09035,182.94349,1.86243,,1.32510,0.03182,0.78000,0.67803,4799.00000,-0.65820,7.27600,216.93249,1068.17160,3.28406,Candidate
TOI-6710.01,814,2.06712,1.51399,394.23842,1.92632,,2.90307,0.03020,0.86000,0.75863,5099.00000,-0.45530,8.46300,384.29500,1232.32727,5.02975,Candidate
TOI-6713.01,815,2.15380,0.88145,137.93123,1.65410,,0.61826,0.03043,0.81000,0.75760,4944.24000,-0.51002,5.61400,333.80886,1189.69146,6.34590,Candidate
TOI-6716.01,816,4.71857,1.01024,1734.86739,1.14508,,1.00800,0.03198,0.19605,0.22665,3190.00000,-2.31942,9.19600,4.68502,409.48475,1.27445,Candidate
TOI-6717.01,817,0.47075,1.85291,5060.83353,0.50096,,4.09078,0.00680,0.18913,0.21997,3254.00000,-2.31090,11.54200,105.76093,892.56775,14.15451,Candidate
TOI-6729.02,819,3.86383,1.81231,109.00000,2.99200,,3.93978,0.05163,1.23000,1.86421,6289.70000,0.69021,8.36600,1838.08539,1822.43186,2.20681,Candidate
TOI-6813.01,820,2.35572,1.99452,740.00000,1.86600,,4.63562,0.03203,0.79000,0.72391,4851.00000,-0.58261,10.54600,254.83692,1112.05295,3.15289,Candidate
EPIC 212454160.01,822,0.87600,1.97310,146.00000,7.37208,,4.55143,0.01827,1.06000,1.49707,5849.00000,0.37350,11.25600,7080.72261,2553.16730,1.39133,Candidate
HD 110067 e,823,30.79309,1.94000,509.43604,4.86360,,4.42256,0.17850,0.79800,0.78800,5266.00000,-0.36224,6.49200,13.62961,534.78691,1.92674,Confirmed
GJ 806 b,824,0.92632,1.33100,952.00000,0.93000,1.90000,,0.01406,0.41300,0.41440,3600.00000,-1.58528,6.53300,130.00000,942.42591,26.45751,Confirmed
TOI-727.02,826,0.74997,1.07971,441.88666,1.05761,,1.27934,0.01278,0.49529,0.49720,3653.00000,-1.40164,8.82700,242.76505,1098.64256,5.77574,Candidate
TOI-6858.01,827,3.30248,1.72778,1241.00000,1.46500,,3.63289,0.03410,0.48498,0.48692,3634.00000,-1.42885,9.65700,32.03807,662.18060,3.35437,Candidate
HD 63433 d,828,4.20908,1.07300,115.10499,2.58500,,1.25105,0.05030,1.00100,0.91690,5688.00000,-0.11246,5.25800,305.07318,1163.21739,5.05635,Confirmed
TOI-218.01,831,0.43848,0.65060,486.47748,0.51929,,0.20819,0.00720,0.25908,0.28454,3249.00000,-2.09003,10.82600,156.74977,984.83076,2.35486,Candidate
TOI-6265.02,834,4.17933,1.20061,102.00000,3.01200,,1.87153,0.05513,1.28000,1.36801,6387.13000,0.44809,6.81000,923.13442,1534.17929,3.14698,Candidate
TOI-6880.01,835,14.91666,1.91414,659.00000,3.70900,,4.32294,0.11646,0.94700,0.80731,5434.00000,-0.29075,9.17600,37.74908,689.90051,1.51762,Candidate
TOI-761.02,836,1.83209,1.36170,374.09993,1.42301,,2.42485,0.02512,0.63000,0.68476,4015.00000,-0.95949,8.97700,173.97166,1010.83322,3.41256,Candidate
TOI-5177.01,837,2.20859,1.88340,151.00000,3.99200,,4.20574,0.03507,1.18000,1.68027,6183.00000,0.57025,8.05400,3022.00529,2063.63879,4.34728,Candidate
TOI-6276.03,838,7.87087,1.03149,190.79474,1.63559,,1.08607,0.07004,0.74000,0.63072,4633.87000,-0.78186,5.10100,33.68261,670.51933,3.21161,Candidate
TOI-238 b,839,1.27311,1.61200,390.00000,1.44000,3.40000,,0.02120,0.78800,0.75000,5080.00000,-0.47237,8.59800,747.65000,1456.46297,6.33396,Confirmed
TOI-2266 b,840,2.32632,1.54000,4153.61440,0.98000,,2.98825,0.02000,0.23000,0.24000,3200.00000,-2.16716,11.01700,13.00000,565.26862,4.38897,Confirmed
Wolf 327 b,841,0.57347,1.24000,818.39030,0.90045,2.53000,,0.01000,0.40500,0.40600,3542.00000,-1.62986,8.43500,233.90000,1089.16801,13.10459,Confirmed
TOI-2322.01,844,20.22549,1.90902,712.14897,2.27200,,4.30334,0.12899,0.70000,0.69755,4465.00000,-0.75887,8.36900,10.47090,500.67497,1.10094,Candidate
TOI-6899.01,845,2.86259,1.17801,150.70076,2.66394,,1.74826,0.03906,0.97000,0.93048,5503.00000,-0.14550,8.32000,468.91891,1295.19248,2.05533,Candidate
TOI-6901.01,846,3.27279,1.45411,450.92355,1.70342,,2.71083,0.03867,0.72000,0.68788,4550.00000,-0.73823,9.00000,122.21025,925.41554,2.87978,Candidate
TOI-1347 b,847,0.84742,1.80000,424.39330,0.87696,11.10000,,0.01710,0.91300,0.83000,5464.00000,-0.25964,9.61600,1876.13150,1832.95508,5.74992,Confirmed
TOI-1347 c,848,4.84196,1.60000,318.66380,2.24288,,3.18859,0.05460,0.91300,0.83000,5464.00000,-0.25964,9.61600,183.66420,1025.77842,1.53359,Confirmed
TOI-5799 b,849,4.16466,1.85800,2612.23970,1.50530,,4.10989,0.03490,0.32700,0.34300,3514.00000,-1.82974,8.95200,13.35000,519.64403,4.76441,Confirmed
TOI-2068 b,850,7.76891,1.82100,970.00000,2.06000,,3.97190,0.06320,0.55900,0.53500,3710.00000,-1.31069,9.00700,12.23000,520.62958,1.61898,Confirmed
GJ 9827 d,851,6.20183,1.98000,957.00000,1.22640,3.02000,,0.05300,0.60600,0.60200,4236.00000,-1.00436,7.19300,34.90000,678.15965,7.08712,Confirmed
HD 25463 c,852,3.04405,1.36355,82.73500,1.35145,4.30000,,0.04430,1.25100,1.41820,6337.87000,0.47142,5.70600,1413.50000,1734.65461,5.23046,Confirmed
LHS 1678 d,853,4.96522,0.98100,633.05810,1.00000,,0.90727,0.04000,0.34500,0.32900,3490.00000,-1.83863,8.26400,9.10000,482.91688,1.22895,Confirmed
TOI-1450 A b,854,2.04393,1.13000,465.19300,0.98800,1.25800,,0.02468,0.48000,0.48300,3437.00000,-1.56499,7.56500,44.94930,719.69269,4.45231,Confirmed
TOI-260 b,855,13.47585,1.71000,708.94620,2.37000,4.23000,,0.09430,0.61600,0.60700,4026.00000,-1.05899,6.54900,10.18380,492.67047,2.71868,Confirmed
TOI-771 b,856,2.32602,1.42200,2890.00000,1.01000,,2.60998,0.02070,0.22000,0.24200,3201.00000,-2.25964,9.66400,12.86000,526.82297,4.50089,Confirmed
TOI-6255 b,857,0.23818,1.07900,493.97640,0.47635,1.44000,,0.00531,0.35300,0.37000,3421.00000,-1.77344,8.07100,588.99440,1375.51159,15.17356,Confirmed
TOI-1467 b,858,5.97115,1.92000,1437.10860,1.57840,,4.34543,0.05075,0.48900,0.49100,3834.00000,-1.42022,8.56800,18.13000,545.50083,3.29977,Confirmed
TOI-286 b,859,4.51172,1.42000,313.00000,2.04000,4.53000,,0.05030,0.83200,0.78000,5152.00000,-0.41364,7.85100,86.76810,978.06087,3.29360,Confirmed
TOI-1799 b,861,7.09457,1.64200,284.23810,2.57040,4.00000,,0.07250,0.94060,0.95360,5698.00000,-0.06309,7.38100,164.26000,996.81000,3.43105,Confirmed
TOI-663 d,862,7.10273,1.92000,1317.71580,2.75427,,4.34543,0.05760,0.51400,0.51200,3681.00000,-1.37033,9.60700,12.90000,526.94603,1.75689,Confirmed
SPECULOOS-3 b,863,0.71913,0.97700,5291.00000,0.45600,,0.89408,0.00733,0.10090,0.12300,2800.00000,-3.07831,10.54100,15.54000,552.62483,7.74762,Confirmed
GJ 238 b,864,1.74470,0.56600,160.00000,1.23900,,0.12637,0.02123,0.41930,0.43140,3485.00000,-1.61618,7.03000,107.26200,753.42475,2.16876,Confirmed
TOI-5720 b,865,1.43446,1.09000,725.00000,1.02000,,1.32356,0.01829,0.38300,0.38300,3325.00000,-1.79183,9.28800,41.70000,733.70127,3.44860,Confirmed
TOI-6008 b,866,0.85743,1.03000,1517.00000,0.65000,,1.08046,0.01078,0.23000,0.24200,3075.00000,-2.32873,9.54100,41.50000,701.66278,6.32635,Confirmed
TOI-6086 b,867,1.38887,1.18000,1531.00000,0.70000,,1.75890,0.01541,0.25400,0.25900,3200.00000,-2.19791,9.98900,26.80000,632.67556,3.67655,Confirmed
TOI-871 b,868,14.36257,1.66400,450.00000,4.03200,,3.40815,0.10540,0.75800,0.71900,4929.00000,-0.56004,8.38000,24.78000,621.05430,1.24331,Confirmed
TOI-1739 b,869,8.30334,1.94600,430.00000,1.87080,,4.44581,0.07387,0.78000,0.78100,4814.00000,-0.52433,8.38800,53.91000,757.24681,2.10713,Confirmed
TOI-4559 b,870,3.96599,1.41500,1200.00000,1.39000,,2.58821,0.03590,0.39200,0.37400,3558.00000,-1.69250,8.61900,15.77000,554.48226,3.12645,Confirmed
TOI-1776 b,871,2.79987,1.21613,204.85530,1.93169,1.40000,,0.03780,0.91960,0.93560,5785.00000,-0.05306,6.68700,560.33490,1388.50989,6.32734,Confirmed
TOI-133.01,873,8.19954,1.92262,903.36944,2.11683,,4.35550,0.06963,0.67000,0.65053,4281.00000,-0.89259,8.12200,26.40987,630.95945,3.50052,Candidate
TOI-1218.01,874,13.77383,1.89719,338.21662,2.99924,,4.25816,0.11055,0.95000,1.01825,5455.96000,-0.08211,9.31000,67.73129,798.46746,1.06562,Candidate
TOI-5159.02,877,3.64695,1.03015,145.18542,2.46527,,1.08101,0.04477,0.90000,0.85408,5259.00000,-0.29869,7.46800,250.81959,1107.64410,2.29839,Candidate
TOI-5489.02,878,4.92128,1.27839,884.57923,1.40725,,2.17840,0.04204,0.40938,0.41596,3547.00000,-1.60776,9.46300,13.95871,537.98631,1.41864,Candidate
TOI-6965.01,879,5.96934,1.34736,105.54242,3.44104,,2.38168,0.06668,1.11000,1.12993,6007.00000,0.17543,5.46700,336.84688,1192.38914,4.14181,Candidate
TOI-6965.02,880,28.06939,1.62213,154.30082,6.03938,,3.26385,0.18716,1.11000,1.12993,6007.00000,0.17543,5.46700,42.75861,711.73080,1.89631,Candidate
TOI-6978.01,881,9.12581,0.97048,169.72182,3.17301,,0.87288,0.07799,0.76000,0.75071,4747.13000,-0.58864,6.06800,42.38825,710.18458,2.08104,Candidate
TOI-7030.01,882,2.56045,1.59397,423.00000,1.33900,,3.16821,0.03328,0.75000,0.76645,4679.00000,-0.59572,8.02700,229.05436,1082.79071,5.69558,Candidate
TOI-7033.01,883,0.73128,1.74034,322.00000,1.28900,,3.67783,0.01572,0.97000,0.97444,5508.00000,-0.10382,9.03300,3184.29485,2090.80340,6.89611,Candidate
TOI-7043.01,884,17.38401,1.69830,561.00000,3.93200,,3.52827,0.12633,0.89000,0.82196,5228.25000,-0.34218,7.85700,28.49796,643.07753,2.03601,Candidate
TOI-7052.01,885,2.88620,1.71858,412.00000,0.48700,,3.60011,0.03471,0.67000,0.63980,4269.00000,-0.91191,7.14400,101.63897,883.74087,6.03034,Candidate
TOI-7063.01,886,3.75705,1.40840,340.00000,1.93800,,2.56773,0.04567,0.90000,0.82625,5263.00000,-0.32615,7.71000,226.29776,1079.51813,4.56913,Candidate
G 9-40 b,888,5.74600,1.90000,3650.00000,1.69300,4.00000,,0.04180,0.29520,0.30260,3395.00000,-1.96019,9.19000,6.27000,440.47802,3.35878,Confirmed
TOI-1763.01,891,3.79787,1.92961,1501.08250,1.06370,,4.38240,0.03706,0.47061,0.47287,3520.00000,-1.50965,10.53800,22.52362,606.34450,2.17482,Candidate
TOI-5532.02,892,2.39298,1.69290,570.98654,1.69343,,3.50927,0.03011,0.63608,0.66205,3975.00000,-1.00617,9.52700,108.73093,898.76914,3.16901,Candidate
TOI-807.01,894,5.27026,1.67765,511.61418,2.01867,,3.45574,0.05361,0.74000,0.69307,4662.00000,-0.68946,9.60200,71.13230,808.30746,1.75433,Candidate
TOI-1782.02,896,1.82902,1.83900,704.84940,1.54410,,4.03879,0.02574,0.68000,0.66900,4336.00000,-0.84649,9.55200,214.17000,1065.71614,4.99965,Confirmed
TOI-5949.02,899,3.37514,0.97446,172.00000,1.85100,,0.88578,0.04138,0.83000,0.77980,4996.00000,-0.46685,7.71900,199.29388,1045.76324,2.29668,Candidate
TOI-406 c,900,3.30744,1.32000,1060.57160,1.05000,2.08000,,0.03220,0.40800,0.41000,3392.00000,-1.71444,8.84800,19.00000,578.12526,3.02808,Confirmed
TOI-7184.01,901,1.19766,1.53213,303.00000,1.25700,,2.96237,0.02200,0.99000,0.90787,5598.93000,-0.13683,8.64100,1508.06251,1734.46170,5.73054,Candidate
HD 101581 c,902,6.20401,0.99000,230.90410,1.76000,,0.93746,0.05730,0.65300,0.63000,4675.00000,-0.78186,5.10100,52.00000,741.34023,5.04364,Confirmed
HD 101581 b,903,4.46569,0.95600,186.76070,1.77000,,0.82709,0.04600,0.65300,0.63000,4675.00000,-0.78186,5.10100,80.00000,827.40085,5.36674,Confirmed
EPIC 249391469.01,904,1.07500,1.90623,950.00000,,,4.29265,0.01429,0.33700,0.56700,3503.00000,-1.36038,10.55400,213.52257,1063.94904,5.54719,Candidate
GJ 341 b,907,7.57686,0.88000,289.00000,2.23000,,0.61463,0.05911,0.48000,0.50660,3770.00000,-1.31072,5.58700,13.80000,538.31935,2.55922,Confirmed
TOI-7333.01,909,6.26447,1.85913,780.00000,2.50800,,4.11413,0.05964,0.72100,0.66607,4568.00000,-0.75937,10.47200,48.93487,736.14691,1.45056,Candidate
TOI-7336.01,910,0.54186,0.91873,120.00000,0.77600,,0.71722,0.01217,0.82000,0.76586,4954.00000,-0.49718,7.34200,2147.25483,1894.65777,5.48153,Candidate
TOI-512 b,911,7.18886,1.54000,246.00000,3.31000,3.57000,,0.06594,0.74000,0.89000,5277.00000,-0.25696,7.79700,127.00000,934.88457,2.33760,Confirmed
KOI-1843.03,912,0.17689,0.61000,150.00000,0.65000,,0.16526,0.00500,0.46000,0.45000,3584.00000,-1.32683,11.05600,1884.64689,1833.86506,1.76358,Confirmed
TOI-1453 b,914,4.31352,1.17300,264.00000,1.99800,,1.72178,0.04637,0.71500,0.72000,4975.00000,-0.57539,8.68600,132.60000,928.07005,1.75912,Confirmed
EPIC 246313886.01,916,1.82700,0.99000,350.00000,,,0.93746,0.01870,0.52300,0.50300,3949.00000,-1.25622,11.42700,158.52436,987.60636,1.00435,Candidate
TOI-7382.01,917,1.03703,1.60182,304.12287,1.51861,,3.19475,0.01899,0.85000,0.92238,5075.00000,-0.29374,8.38800,1409.42448,1705.37672,7.07172,Candidate
EPIC 246331418.01,918,3.35000,0.97000,630.00000,,,0.87134,0.02660,0.27600,0.42700,4408.00000,-1.20748,11.57100,87.65032,851.62472,1.05888,Candidate
EPIC 211428897.03,919,4.96792,0.75000,572.00000,1.29600,,0.34657,0.03629,0.40228,0.29900,3511.00000,-1.63886,9.62400,12.97888,568.77531,1.03678,Candidate
